Id,Name,Type,Level,Race,Attribute,ATK,DEF
3824,Evilswarm Exciton Knight,XYZ Monster,4,Fiend,LIGHT,1900,0
3825,Mefist the Infernal General,Effect Monster,5,Fiend,DARK,1800,1700
3826,Humanoid Slime,Normal Monster,4,Aqua,WATER,800,2000
3827,Fabled Topi,Effect Monster,1,Fiend,LIGHT,500,200
3828,Carrierroid,Effect Monster,4,Machine,WATER,1000,800
3829,Minomushi Warrior,Normal Monster,4,Rock,EARTH,1300,1200
3830,Return of the Six Samurai,Trap Card,,Normal,,,
3831,Ghostrick Dullahan,XYZ Monster,1,Fiend,DARK,1000,0
3832,Wattfox,Tuner Monster,2,Thunder,LIGHT,800,100
3833,Chthonian Alliance,Spell Card,,Equip,,,
3834,Tremendous Fire,Spell Card,,Normal,,,
3835,Ghostrick Doll,Effect Monster,2,Spellcaster,DARK,300,1200
3836,Gravekeeper's Heretic,Effect Monster,4,Spellcaster,DARK,1800,1500
3837,Cross Attack,Spell Card,,Normal,,,
3838,Cursed Bill,Spell Card,,Equip,,,
3839,Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
3840,Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
3841,Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
3842,Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
3843,Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
3844,Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
3845,Dark Magician,Normal Monster,7,Spellcaster,DARK,2500,2100
3846,Dodger Dragon,Effect Monster,4,Dragon,WIND,1900,1200
3847,Helping Robo for Combat,Effect Monster,4,Machine,LIGHT,1600,0
3848,Geargiaccelerator,Effect Monster,4,Machine,EARTH,1400,800
3849,Mystic Clown,Normal Monster,4,Fiend,DARK,1500,1000
3850,Aegis of Gaia,Trap Card,,Continuous,,,
3851,Performapal Pendulum Sorcerer,Pendulum Effect Monster,4,Spellcaster,EARTH,1500,800
3852,Sylvan Mikorange,Effect Monster,3,Plant,WATER,400,1100
3853,Vanity's Fiend,Effect Monster,6,Fiend,DARK,2400,1200
3854,Gishki Vision,Effect Monster,2,Sea Serpent,WATER,700,500
3855,Worm Yagan,Effect Monster,4,Reptile,LIGHT,1000,1800
3856,Noble Knight Borz,Effect Monster,4,Warrior,LIGHT,1700,900
3857,Crystal Pair,Trap Card,,Normal,,,
3858,Space-Time Police,Effect Monster,5,Psychic,WIND,2300,1500
3859,Guardian Grarl,Effect Monster,5,Dinosaur,EARTH,2500,1000
3860,Fabled Raven,Tuner Monster,2,Fiend,LIGHT,1300,1000
3861,Dark Magical Circle,Spell Card,,Continuous,,,
3862,Vylon Pentachloro,Union Effect Monster,4,Machine,LIGHT,500,400
3863,Dark Snake Syndrome,Spell Card,,Continuous,,,
3864,Return,Trap Card,,Normal,,,
3865,Shooting Star,Trap Card,,Normal,,,
3866,Neos Force,Spell Card,,Equip,,,
3867,Cybernetic Zone,Spell Card,,Quick-Play,,,
3868,Light and Darkness Dragon,Effect Monster,8,Dragon,LIGHT,2800,2400
3869,Wing Eagle,Normal Monster,5,Winged Beast,WIND,1800,1500
3870,Fossil Dig,Spell Card,,Normal,,,
3871,Batteryman AAA,Effect Monster,4,Thunder,LIGHT,0,0
3872,Skystarray,Effect Monster,3,Sea Serpent,WIND,600,300
3873,Necrovalley,Spell Card,,Field,,,
3874,Hieratic Seal of Reflection,Trap Card,,Counter,,,
3875,Acrobat Monkey,Normal Monster,3,Machine,EARTH,1000,1800
3876,Fabled Ragin,Synchro Monster,5,Fiend,LIGHT,2300,1800
3877,Crystal Tree,Spell Card,,Continuous,,,
3878,Pitch-Dark Dragon,Union Effect Monster,3,Dragon,DARK,900,600
3879,Hydro Genex,Synchro Monster,6,Machine,WATER,2300,1800
3880,Kuribon,Effect Monster,1,Fairy,LIGHT,300,200
3881,Primal Cry,Spell Card,,Ritual,,,
3882,Shien's Dojo,Spell Card,,Continuous,,,
3883,Back to Square One,Spell Card,,Normal,,,
3884,Omega Summon,Trap Card,,Normal,,,
3885,Tuned Magician,Gemini Monster,4,Spellcaster,WIND,1800,1600
3886,Drowning Mirror Force,Trap Card,,Normal,,,
3887,Amazoness Paladin,Effect Monster,4,Warrior,EARTH,1700,300
3888,Ancient Gear Reborn,Trap Card,,Continuous,,,
3889,Grenosaurus,XYZ Monster,3,Dinosaur,FIRE,2000,1900
3890,Mystic Swordsman LV2,Effect Monster,2,Warrior,EARTH,900,0
3891,Mist Body,Spell Card,,Equip,,,
3892,Mild Turkey,Pendulum Normal Monster,4,Winged Beast,FIRE,1000,2000
3893,Constellar Hyades,XYZ Monster,3,Beast-Warrior,LIGHT,1900,1100
3894,Three of a Kind,Trap Card,,Normal,,,
3895,And the Band Played On,Trap Card,,Continuous,,,
3896,Skyscraper 2 - Hero City,Spell Card,,Field,,,
3897,Amorphage Lysis,Trap Card,,Continuous,,,
3898,Gigantes,Effect Monster,4,Rock,EARTH,1900,1300
3899,Gem-Knight Lady Lapis Lazuli,Fusion Monster,5,Rock,EARTH,2400,1000
3900,Searing Fire Wall,Spell Card,,Quick-Play,,,
3901,Laval Token,Token,,Pyro,,,
3902,Rank-Up-Magic Barian's Force,Spell Card,,Normal,,,
3903,Darklord Edeh Arae,Effect Monster,5,Fairy,DARK,2300,2000
3904,Magical Meltdown,Spell Card,,Field,,,
3905,Geargiauger,Effect Monster,4,Machine,EARTH,500,500
3906,Zombie Tiger,Union Effect Monster,3,Zombie,EARTH,1400,1600
3907,Candle of Fate,Normal Monster,2,Fiend,DARK,600,600
3908,Lunalight Wolf,Pendulum Effect Monster,6,Beast-Warrior,LIGHT,2000,1800
3909,"Alich, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1200,0
3910,"Mei-Kou, Master of Barriers",Effect Monster,4,Spellcaster,LIGHT,1700,600
3911,Elemental HERO Rampart Blaster,Fusion Monster,6,Warrior,EARTH,2000,2500
3912,Sylvan Snapdrassinagon,Effect Monster,1,Plant,DARK,900,400
3913,Infernal Dragon,Effect Monster,4,Dragon,DARK,2000,0
3914,Wild Tornado,Trap Card,,Normal,,,
3915,Bone Temple Block,Trap Card,,Normal,,,
3916,Naturia Hydrangea,Effect Monster,5,Plant,EARTH,1900,2000
3917,Super Quantal Mech Sword - Magnaslayer,Trap Card,,Normal,,,
3918,"Poseidra, the Atlantean Dragon",Effect Monster,7,Sea Serpent,WATER,2800,1600
3919,Chaosrider Gustaph,Effect Monster,4,Warrior,WIND,1400,1500
3920,Soul of the Pure,Spell Card,,Normal,,,
3921,Soul of the Pure,Spell Card,,Normal,,,
3922,Artifact Labrys,Effect Monster,5,Fairy,LIGHT,2300,1000
3923,Guardian of the Throne Room,Normal Monster,4,Machine,LIGHT,1650,1600
3924,Rank-Up-Magic Cipher Ascension,Spell Card,,Quick-Play,,,
3925,Tatsunootoshigo,Normal Monster,5,Beast,EARTH,1350,1600
3926,Magidog,Effect Monster,4,Spellcaster,LIGHT,1700,1000
3927,Great Maju Garzett,Effect Monster,6,Fiend,DARK,0,0
3928,Barrier Statue of the Inferno,Effect Monster,4,Pyro,FIRE,1000,1000
3929,Gadget Arms,Flip Effect Monster,2,Machine,WATER,200,400
3930,Millennium Golem,Normal Monster,6,Rock,EARTH,2000,2200
3931,Heroic Champion - Gandiva,XYZ Monster,4,Warrior,EARTH,2100,1800
3932,Mirage Tube,Spell Card,,Quick-Play,,,
3933,Thunder Sea Horse,Effect Monster,4,Thunder,LIGHT,1600,1200
3934,Ritual Beast Ulti-Cannahawk,Fusion Monster,6,Thunder,WIND,1400,1600
3935,Artifact Failnaught,Effect Monster,5,Fairy,LIGHT,2000,1600
3936,D.D. Survivor,Effect Monster,4,Warrior,DARK,1800,200
3937,Battle Footballer,Normal Monster,4,Machine,FIRE,1000,2100
3938,Kappa Avenger,Normal Monster,3,Aqua,WATER,1200,900
3939,Blockman,Effect Monster,4,Rock,EARTH,1000,1500
3940,Block Token,Token,,Rock,,,
3941,Super Polymerization,Spell Card,,Quick-Play,,,
3942,Gravelstorm,Trap Card,,Normal,,,
3943,Odd-Eyes Fusion,Spell Card,,Normal,,,
3944,D.D. Crazy Beast,Effect Monster,3,Beast,EARTH,1400,1400
3945,Gladiator Beast Gyzarus,Fusion Monster,6,Winged Beast,DARK,2400,1500
3946,The Seal of Orichalcos,Spell Card,,Field,,,
3947,Aitsu,Normal Monster,5,Fairy,FIRE,100,100
3948,Fulfillment of the Contract,Spell Card,,Equip,,,
3949,Compulsory Escape Device,Trap Card,,Normal,,,
3950,Horus the Black Flame Dragon LV8,Effect Monster,8,Dragon,FIRE,3000,1800
3951,Madolche Butlerusk,Effect Monster,4,Spellcaster,EARTH,1500,800
3952,Chain Burst,Trap Card,,Continuous,,,
3953,Axe Raider,Normal Monster,4,Warrior,EARTH,1700,1150
3954,Finite Cards,Spell Card,,Continuous,,,
3955,Rank-Up-Magic Numeron Force,Spell Card,,Normal,,,
3956,Grave Squirmer,Effect Monster,1,Fiend,DARK,0,0
3957,Mystical Cards of Light,Spell Card,,Continuous,,,
3958,Tyrant's Tummyache,Trap Card,,Continuous,,,
3959,Ansatsu,Normal Monster,5,Warrior,EARTH,1700,1200
3960,Vylon Sigma,Synchro Monster,7,Fairy,LIGHT,1800,1000
3961,Morphtronic Boarden,Effect Monster,3,Machine,EARTH,500,1800
3962,Jurrac Stauriko,Effect Monster,2,Dinosaur,FIRE,500,400
3963,Jurrac Token,Token,,Dinosaur,,,
3964,Super Rush Headlong,Spell Card,,Quick-Play,,,
3965,El Shaddoll Grysta,Fusion Monster,7,Rock,FIRE,2450,1950
3966,Lunalight Purple Butterfly,Effect Monster,3,Beast-Warrior,DARK,1000,1000
3967,Madolche Waltz,Trap Card,,Continuous,,,
3968,Luna Light Perfume,Spell Card,,Normal,,,
3969,Scrapstorm,Spell Card,,Quick-Play,,,
3970,Sword of Sparkles,Spell Card,,Equip,,,
3971,Sky Scourge Norleras,Effect Monster,8,Fiend,DARK,2400,1500
3972,Scrap-Iron Statue,Trap Card,,Normal,,,
3973,Legendary Six Samurai - Shinai,Effect Monster,3,Warrior,WATER,1500,1500
3974,Bolt Penguin,Normal Monster,3,Thunder,WATER,1100,800
3975,Appropriate,Trap Card,,Continuous,,,
3976,Herald of Ultimateness,Ritual Effect Monster,12,Fairy,LIGHT,2000,3000
3977,Trigon,Union Effect Monster,3,Dragon,FIRE,500,1700
3978,Necklace of Command,Spell Card,,Equip,,,
3979,Perfectly Ultimate Great Moth,Effect Monster,8,Insect,EARTH,3500,3000
3980,Bounzer Guard,Trap Card,,Normal,,,
3981,Danipon,Effect Monster,2,Insect,EARTH,600,600
3982,Terminal World Next,Spell Card,,Continuous,,,
3983,Mesmeric Control,Spell Card,,Normal,,,
3984,Ushi Oni,Normal Monster,6,Fiend,DARK,2150,1950
3985,Guard Penalty,Spell Card,,Quick-Play,,,
3986,Spirit Caller,Flip Effect Monster,3,Spellcaster,LIGHT,1000,1000
3987,Archfiend General,Effect Monster,4,Fiend,DARK,2100,800
3988,Eternal Soul,Trap Card,,Continuous,,,
3989,Lonefire Blossom,Effect Monster,3,Plant,FIRE,500,1400
3990,Memory Crusher,Effect Monster,3,Fiend,DARK,1000,600
3991,Card Trader,Spell Card,,Continuous,,,
3992,Sword of Kusanagi,Spell Card,,Equip,,,
3993,The Monarchs Erupt,Trap Card,,Continuous,,,
3994,Marmiting Captain,Effect Monster,3,Warrior,EARTH,1200,400
3995,Fairy Archer,Effect Monster,3,Fairy,LIGHT,1400,600
3996,Cyber-Tech Alligator,Normal Monster,5,Machine,WIND,2500,1600
3997,Dark Scorpion - Gorg the Strong,Effect Monster,5,Warrior,DARK,1800,1500
3998,"Thunder King, the Lightningstrike Kaiju",Effect Monster,9,Thunder,LIGHT,3300,2100
3999,Nova Summoner,Effect Monster,4,Fairy,LIGHT,1400,800
4000,Invoked Magellanica,Fusion Monster,8,Rock,EARTH,3000,3300
4001,The Melody of Awakening Dragon,Spell Card,,Normal,,,
4002,Morphtronic Vacuumen,Effect Monster,1,Machine,WIND,0,0
4003,Zoodiac Drident,XYZ Monster,4,Beast-Warrior,EARTH,0,0
4004,Demise of the Land,Spell Card,,Quick-Play,,,
4005,Lancephorhynchus,Pendulum Normal Monster,6,Dinosaur,WIND,2500,800
4006,Masked Beast Des Gardius,Effect Monster,8,Fiend,DARK,3300,2500
4007,Athena,Effect Monster,7,Fairy,LIGHT,2600,800
4008,Burial from a Different Dimension,Spell Card,,Quick-Play,,,
4009,Elemental HERO Grand Neos,Fusion Monster,7,Warrior,EARTH,2500,2000
4010,Gagagigo,Normal Monster,4,Reptile,WATER,1850,1000
4011,Blackwing - Bora the Spear,Effect Monster,4,Winged Beast,DARK,1700,800
4012,Divine Wrath,Trap Card,,Counter,,,
4013,PSY-Frame Driver,Normal Monster,6,Psychic,LIGHT,2500,0
4014,The Masked Beast,Ritual Monster,8,Fiend,DARK,3200,1800
4015,Infernity Beetle,Tuner Monster,2,Insect,DARK,1200,0
4016,Man-Eating Plant,Normal Monster,2,Plant,EARTH,800,600
4017,A Feather of the Phoenix,Spell Card,,Normal,,,
4018,Creepy Coney,Flip Effect Monster,3,Beast,EARTH,1000,1900
4019,Charioteer of Prophecy,Effect Monster,4,Spellcaster,WIND,1800,1300
4020,CXyz Skypalace Babylon,XYZ Monster,11,Machine,WIND,3800,4000
4021,Nitwit Outwit,Trap Card,,Normal,,,
4022,Mirage Knight,Effect Monster,8,Warrior,LIGHT,2800,2000
4023,Sorcerer of the Doomed,Normal Monster,4,Spellcaster,DARK,1450,1200
4024,Yosenju Magat,Effect Monster,6,Beast,WIND,2000,100
4025,Mystic Probe,Trap Card,,Normal,,,
4026,Gate Deeg,Normal Monster,3,Beast,DARK,700,800
4027,Blind Spot Strike,Spell Card,,Quick-Play,,,
4028,Spiral Spear Strike,Spell Card,,Continuous,,,
4029,Elemental HERO Storm Neos,Fusion Monster,9,Warrior,WIND,3000,2500
4030,Majespecter Cyclone,Spell Card,,Quick-Play,,,
4031,Genin,Normal Monster,3,Spellcaster,LIGHT,600,900
4032,Madolche Baaple,Effect Monster,3,Beast,EARTH,0,1800
4033,Cyber Tutu,Effect Monster,3,Warrior,EARTH,1000,800
4034,Lightning Tricorn,Synchro Monster,8,Beast,LIGHT,2800,2000
4035,Serial Spell,Spell Card,,Quick-Play,,,
4036,Wolf,Normal Monster,3,Beast,EARTH,1200,800
4037,Ultimate Insect LV1,Effect Monster,1,Insect,WIND,0,0
4038,Blackwing - Kogarashi the Wanderer,Tuner Monster,6,Winged Beast,DARK,2300,1600
4039,Revoke Fusion,Spell Card,,Normal,,,
4040,Quick Charger,Spell Card,,Quick-Play,,,
4041,Invoked Raidjin,Fusion Monster,5,Warrior,WIND,2200,2400
4042,Tiki Soul,Trap Card,,Continuous,,,
4043,Beelze Frog,Effect Monster,3,Aqua,WATER,1200,800
4044,Heroic Retribution Sword,Trap Card,,Normal,,,
4045,Neo Aqua Madoor,Normal Monster,6,Spellcaster,WATER,1200,3000
4046,Lightforce Sword,Trap Card,,Normal,,,
4047,Ancient Tool,Normal Monster,5,Machine,DARK,1700,1400
4048,Gem-Knight Topaz,Fusion Monster,6,Thunder,EARTH,1800,1800
4049,Crevice Into the Different Dimension,Trap Card,,Normal,,,
4050,Fabled Oltro,Tuner Monster,2,Fiend,LIGHT,800,500
4051,Saber Beetle,Effect Monster,6,Insect,EARTH,2400,600
4052,Water Hazard,Spell Card,,Continuous,,,
4053,Fallen Angel of Roses,Effect Monster,7,Plant,EARTH,2400,1300
4054,Koa'ki Meiru Sandman,Effect Monster,4,Rock,EARTH,1900,1200
4055,Freed the Matchless General,Effect Monster,5,Warrior,EARTH,2300,1700
4056,Dark Burning Attack,Spell Card,,Normal,,,
4057,Legendary Six Samurai - Kizan,Effect Monster,4,Warrior,EARTH,1800,500
4058,Absorbing Kid from the Sky,Effect Monster,4,Fairy,LIGHT,1300,1000
4059,Brotherhood of the Fire Fist - Coyote,Effect Monster,5,Beast-Warrior,FIRE,2000,500
4060,Tiger Axe,Normal Monster,4,Beast-Warrior,EARTH,1300,1100
4061,Tiger Axe,Normal Monster,4,Beast-Warrior,EARTH,1300,1100
4062,Metabo Globster,Effect Monster,3,Fiend,DARK,800,300
4063,Metabo Token,Token,,Fiend,,,
4064,Master Monk,Effect Monster,5,Rock,EARTH,1900,1000
4065,Buster Whelp of the Destruction Swordsman,Tuner Monster,1,Dragon,LIGHT,400,300
4066,Night Wing Sorceress,Effect Monster,3,Spellcaster,WIND,1300,1200
4067,"Morphtronics, Scramble!",Trap Card,,Normal,,,
4068,Sylvan Waterslide,Trap Card,,Continuous,,,
4069,Ryu Senshi,Fusion Monster,6,Warrior,EARTH,2000,1200
4070,Phantom Dragon,Effect Monster,8,Dragon,LIGHT,2300,2200
4071,Archfiend Soldier,Normal Monster,4,Fiend,DARK,1900,1500
4072,Spiritual Beast Cannahawk,Effect Monster,4,Thunder,WIND,1400,600
4073,Garnecia Elefantis,Normal Monster,7,Beast-Warrior,EARTH,2400,2000
4074,"Meltiel, Sage of the Sky",Effect Monster,4,Fairy,LIGHT,1600,1200
4075,Uni-Zombie,Tuner Monster,3,Zombie,DARK,1300,0
4076,Graydle Parasite,Trap Card,,Continuous,,,
4077,Fruits of Kozaky's Studies,Trap Card,,Normal,,,
4078,Swordstalker,Normal Monster,6,Warrior,DARK,2000,1600
4079,Strategist of the Ice Barrier,Effect Monster,4,Spellcaster,WATER,1600,1600
4080,Dragon Capture Jar,Trap Card,,Continuous,,,
4081,Sirenorca,Effect Monster,5,Winged Beast,WATER,2200,1000
4082,Magnetic Mosquito,Flip Effect Monster,3,Insect,LIGHT,300,1000
4083,Engraver of the Mark,Effect Monster,4,Spellcaster,DARK,1800,1200
4084,Fiendish Chain,Trap Card,,Continuous,,,
4085,Prior of the Ice Barrier,Effect Monster,2,Aqua,WATER,1000,400
4086,Formula Synchron,Synchro Tuner Monster,2,Machine,LIGHT,200,1500
4087,Bite Shoes,Flip Effect Monster,2,Fiend,DARK,500,300
4088,Allure Queen LV7,Effect Monster,7,Spellcaster,DARK,1500,1500
4089,Paralyzing Potion,Spell Card,,Equip,,,
4090,Spiritual Whisper,Effect Monster,4,Winged Beast,WIND,200,2000
4091,Dark Verger,Effect Monster,2,Plant,EARTH,0,1000
4092,Mech Bass,Normal Monster,5,Machine,WATER,1800,1500
4093,Abyss Script - Fire Dragon's Lair,Spell Card,,Normal,,,
4094,Relinkuriboh,Effect Monster,1,Fiend,DARK,300,200
4095,Scarlet Security,Spell Card,,Normal,,,
4096,Burst Rebirth,Trap Card,,Normal,,,
4097,Versago the Destroyer,Effect Monster,3,Fiend,DARK,1100,900
4098,Greed Quasar,Effect Monster,7,Fiend,DARK,0,0
4099,Swamp Mirrorer,Trap Card,,Continuous,,,
4100,Scrap Twin Dragon,Synchro Monster,9,Dragon,EARTH,3000,2200
4101,Evil HERO Infernal Sniper,Fusion Monster,6,Fiend,FIRE,2000,2500
4102,Archfiend of Gilfer,Effect Monster,6,Fiend,DARK,2200,2500
4103,Past Image,Trap Card,,Normal,,,
4104,Evil HERO Infernal Prodigy,Effect Monster,2,Fiend,DARK,300,600
4105,Crashbug Z,Effect Monster,3,Fiend,DARK,0,1500
4106,"Brionac, Dragon of the Ice Barrier",Synchro Monster,6,Sea Serpent,WATER,2300,1400
4107,Black Horn of Heaven,Trap Card,,Counter,,,
4108,Beacon of White,Spell Card,,Equip,,,
4109,Satellite Cannon,Effect Monster,5,Machine,LIGHT,0,0
4110,Igknight Margrave,Pendulum Normal Monster,5,Warrior,FIRE,1500,2500
4111,Charm of Shabti,Effect Monster,1,Rock,EARTH,100,100
4112,Spirit Burner,Spell Card,,Equip,,,
4113,That Wacky Magic!,Spell Card,,Normal,,,
4114,The Nordic Lights,Spell Card,,Field,,,
4115,Shark Fortress,XYZ Monster,5,Fish,DARK,2400,1800
4116,Mythic Tree Dragon,Effect Monster,4,Dragon,EARTH,100,1400
4117,The Paths of Destiny,Trap Card,,Normal,,,
4118,Bujingi Peacock,Effect Monster,4,Winged Beast,LIGHT,1800,700
4119,Rescue Hamster,Pendulum Effect Monster,4,Beast,EARTH,300,100
4120,Heroic Challenger - Spartan,Effect Monster,4,Warrior,EARTH,1600,1000
4121,Darklord Rebellion,Trap Card,,Normal,,,
4122,Ghostrick Vanish,Trap Card,,Normal,,,
4123,Jawsman,Effect Monster,6,Beast-Warrior,WATER,2600,1600
4124,Amorphage Infection,Spell Card,,Continuous,,,
4125,Red Supremacy,Trap Card,,Normal,,,
4126,Sand Gambler,Effect Monster,3,Spellcaster,LIGHT,300,1600
4127,X-Saber Galahad,Effect Monster,4,Warrior,EARTH,1800,800
4128,Masked HERO Koga,Fusion Monster,8,Warrior,LIGHT,2500,1800
4129,Damage Mage,Effect Monster,3,Spellcaster,DARK,600,1200
4130,Cattle Call,Spell Card,,Quick-Play,,,
4131,Powered Tuner,Effect Monster,4,Dragon,WATER,1400,1000
4132,Wonder Garage,Trap Card,,Normal,,,
4133,Raidraptor - Call,Spell Card,,Normal,,,
4134,Synchro Magnet,Tuner Monster,3,Machine,EARTH,1000,600
4135,Metalzoa,Effect Monster,8,Machine,DARK,3000,2300
4136,Gravekeeper's Curse,Effect Monster,3,Spellcaster,DARK,800,800
4137,Elemental HERO Shadow Mist,Effect Monster,4,Warrior,DARK,1000,1500
4138,Dark Magician Knight,Effect Monster,7,Warrior,DARK,2500,2100
4139,Stygian Security,Tuner Monster,1,Fiend,DARK,100,600
4140,Ninjitsu Art of Duplication,Trap Card,,Continuous,,,
4141,Ancient Crimson Ape,Effect Monster,7,Beast,LIGHT,2600,1800
4142,Feedback Warrior,Effect Monster,3,Warrior,EARTH,800,700
4143,Armored Kappa,XYZ Monster,2,Psychic,WATER,400,1000
4144,Piranha Army,Effect Monster,2,Fish,WATER,800,200
4145,Fenghuang,Spirit Monster,6,Winged Beast,FIRE,2100,1800
4146,Gladiator Beast Tygerius,Effect Monster,4,Beast,EARTH,1800,800
4147,Black Brachios,Effect Monster,4,Dinosaur,EARTH,1800,1100
4148,Blue Flame Swordsman,Effect Monster,4,Warrior,FIRE,1800,1600
4149,Mountain,Spell Card,,Field,,,
4150,Chthonian Soldier,Effect Monster,4,Warrior,DARK,1200,1400
4151,Blizzard Thunderbird,Effect Monster,4,Winged Beast,WATER,1600,1400
4152,Neo the Magic Swordsman,Normal Monster,4,Spellcaster,LIGHT,1700,1000
4153,Ancient Gear Gadjiltron Dragon,Effect Monster,8,Machine,EARTH,3000,2000
4154,Different Dimension Dragon,Effect Monster,5,Dragon,LIGHT,1200,1500
4155,Tuner Capture,Trap Card,,Normal,,,
4156,Crystal Wing Synchro Dragon,Synchro Monster,8,Dragon,WIND,3000,2500
4157,Raging Earth,Effect Monster,7,Reptile,EARTH,2000,1500
4158,Cyborg Doctor,Effect Monster,4,Spellcaster,EARTH,1500,1700
4159,Abyss Actor - Sassy Rookie,Pendulum Effect Monster,4,Fiend,DARK,1700,1000
4160,Heliosphere Dragon,Effect Monster,4,Dragon,LIGHT,0,1900
4161,Worm Cartaros,Flip Effect Monster,4,Reptile,LIGHT,1200,500
4162,Card Breaker,Effect Monster,2,Warrior,LIGHT,100,900
4163,PSY-Frame Accelerator,Trap Card,,Continuous,,,
4164,Elemental HERO Poison Rose,Effect Monster,6,Plant,EARTH,1900,2000
4165,Ghosts From the Past,Trap Card,,Normal,,,
4166,Puppet Plant,Effect Monster,3,Plant,EARTH,1000,1000
4167,Nekroz Kaleidoscope,Spell Card,,Ritual,,,
4168,Night Express Knight,Effect Monster,10,Machine,EARTH,3000,3000
4169,Cosmic Horror Gangi'el,Effect Monster,7,Reptile,LIGHT,2600,2000
4170,Qliphort Monolith,Pendulum Normal Monster,5,Machine,EARTH,2400,1000
4171,The Calculator,Effect Monster,2,Thunder,LIGHT,0,0
4172,Ghostrick Skeleton,Effect Monster,3,Zombie,DARK,1200,1100
4173,Dungeon Worm,Normal Monster,5,Insect,EARTH,1800,1500
4174,"Gren, Tactician of Dark World",Effect Monster,2,Fiend,DARK,300,500
4175,Big Jaws,Effect Monster,3,Fish,WATER,1800,300
4176,Naturia Mantis,Effect Monster,4,Insect,EARTH,1700,1500
4177,Raise Body Heat,Spell Card,,Equip,,,
4178,The Unhappy Maiden,Effect Monster,1,Spellcaster,LIGHT,0,100
4179,Fishborg Planter,Effect Monster,2,Fish,WATER,200,200
4180,Infernoid Seitsemas,Effect Monster,7,Fiend,FIRE,2600,0
4181,Underworld Egg Clutch,Trap Card,,Normal,,,
4182,Sword Hunter,Effect Monster,7,Warrior,EARTH,2450,1700
4183,A Man with Wdjat,Effect Monster,4,Spellcaster,DARK,1600,1600
4184,Gaia Soul the Combustible Collective,Effect Monster,4,Pyro,FIRE,2000,0
4185,Hieratic Seal of Supremacy,Spell Card,,Normal,,,
4186,Princess of Tsurugi,Flip Effect Monster,3,Warrior,WIND,900,700
4187,Abyss Actor - Wild Hope,Pendulum Effect Monster,4,Fiend,DARK,1600,1200
4188,Cemetary Bomb,Trap Card,,Normal,,,
4189,Sphinx Teleia,Effect Monster,10,Beast,LIGHT,2500,3000
